Bay,Date,Month,Day,Year,J_date,set,Site,Species,Length,weight,hatch.wild,oto.read,hatch.site,freezer.num,origin.certain,Fultons.K
Kiliuda,7/1/2023,July,1,2023,182,477,.,pink salmon,64,2.0891,wild,y,.,111-23,y,0.80
Mitro,7/13/2023,July,13,2023,194,502,.,pink salmon,64,2.122,wild,y,.,069-23,y,0.81
ALB,7/15/2023,July,15,2023,196,.,Wooden Boat,pink salmon,64,2.3666,wild,y,.,051-23,y,0.90
Cook,8/19/2023,Aug,19,2023,231,.,Lam North,pink salmon,65,2.3686,hatchery,y,Kitoi-KRAA,012-23,y,0.86
Fox,7/10/2022,July,10,2022,191,401,.,pink salmon,65,2.3007,hatchery,y,PSWAC,22-32,y,0.84
ALB,7/14/2022,July,14,2022,195,.,Lam #1,pink salmon,65,1.8471,hatchery,y,Kitoi-KRAA,22-214,y,0.67
Baralof,7/15/2022,July,15,2022,196,415,.,pink salmon,65,2.19545,hatchery,y,unsure,22-09,y,0.80
Fox,7/10/2022,July,10,2022,191,401,.,pink salmon,65,2.1211,wild,y,.,22-39,y,0.77
Kiliuda,7/1/2023,July,1,2023,182,477,.,pink salmon,65,2.0892,wild,y,.,106-23,y,0.76
Kiliuda,7/1/2023,July,1,2023,182,477,.,pink salmon,65,2.3018,wild,y,.,125-23,y,0.84
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,65,2.2646,wild,y,.,165-23,y,0.82
ALB,7/15/2023,July,15,2023,196,.,Wooden Boat,pink salmon,65,2.5663,wild,y,.,059-23,y,0.93
ALB,7/15/2023,July,15,2023,196,.,Backbay Lam #2,pink salmon,65,2.5708,wild,y,.,028-23,y,0.94
ALB,7/15/2023,July,15,2023,196,.,Backbay Lam #2,pink salmon,65,2.5722,wild,y,.,031-23,y,0.94
Baralof,7/17/2023,July,17,2023,198,512,.,pink salmon,65,2.4732,wild,y,.,081-23,y,0.90
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,65,2.3939,wild,n,.,.,y,0.87
Agripina,7/4/2022,July,4,2022,185,383,.,pink salmon,66,2.1414,hatchery,y,VFDA,22-149,y,0.74
Fox,7/10/2022,July,10,2022,191,399,.,pink salmon,66,2.1345,hatchery,y,Kitoi-KRAA,22-57,y,0.74
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,66,2.302,wild,y,.,200-23,y,0.80
Cook,6/29/2023,June,29,2023,180,472,.,pink salmon,66,2.3701,wild,y,.,087-23,y,0.82
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,66,2.316,wild,n,.,.,y,0.81
Agripina,7/4/2022,July,4,2022,185,383,.,pink salmon,67,2.1097,wild,y,.,22-129,y,0.70
ALB,7/14/2022,July,14,2022,195,.,Lam #1,pink salmon,67,2.5907,wild,y,.,22-168,y,0.86
Baralof,7/15/2022,July,15,2022,196,411,.,pink salmon,67,2.4105,wild,y,.,22-22,y,0.80
ALB,7/15/2023,July,15,2023,196,.,Backbay Lam #2,pink salmon,67,2.5675,wild,y,.,029-23,y,0.85
ALB,7/15/2023,July,15,2023,196,.,Wooden Boat,pink salmon,67,2.6617,wild,y,.,061-23,y,0.88
ALB,7/15/2023,July,15,2023,196,.,Wooden Boat,pink salmon,67,2.7365,wild,y,.,054-23,y,0.91
ALB,7/15/2023,July,15,2023,196,.,Wooden Boat,pink salmon,67,2.8063,wild,y,.,052-23,y,0.93
Kiliuda,8/4/2022,Aug,4,2022,216,439,.,pink salmon,68,2.4465,wild,y,.,22-11,y,0.78
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,68,2.9894,wild,y,.,042-23,y,0.95
Agripina,7/4/2022,July,4,2022,185,383,.,pink salmon,68,2.2777,hatchery,y,Kitoi-KRAA,22-147,y,0.72
Fox,7/10/2022,July,10,2022,191,398,.,pink salmon,68,2.2269,wild,y,.,22-84,y,0.71
Fox,7/10/2022,July,10,2022,191,398,.,pink salmon,68,2.245,wild,y,.,22-96,y,0.71
Kiliuda,7/1/2023,July,1,2023,182,475,.,pink salmon,68,2.6975,hatchery,y,PORTGRAHAM22A,093-23,y,0.86
ALB,7/15/2023,July,15,2023,196,.,Wooden Boat,pink salmon,68,2.6052,wild,y,.,066-23,y,0.83
Kiliuda,8/4/2022,Aug,4,2022,216,439,.,pink salmon,69,2.772,hatchery,y,PWSAC,22-12,y,0.84
ALB,7/14/2022,July,14,2022,195,.,Lam #1,pink salmon,69,2.6304,hatchery,y,Kitoi-KRAA,22-217,y,0.80
Agripina,7/4/2022,July,4,2022,185,383,.,pink salmon,69,2.2986,wild,y,.,22-128,y,0.70
Fox,7/10/2022,July,10,2022,191,399,.,pink salmon,69,2.3171,wild,y,.,22-54,y,0.71
Fox,7/10/2022,July,10,2022,191,398,.,pink salmon,69,2.7314,wild,y,.,22-90,y,0.83
Mitro,7/13/2023,July,13,2023,194,498,.,pink salmon,69,3.0888,wild,y,.,075-23,y,0.94
Falmouth,7/19/2023,July,19,2023,200,515,.,pink salmon,69,2.4785,wild,y,.,072-23,y,0.75
Chief Cove,7/2/2022,July,2,2022,183,380,.,pink salmon,70,3.3889,hatchery,y,PWSAC,22-08,y,0.99
Fox,7/10/2022,July,10,2022,191,399,.,pink salmon,70,2.5428,wild,y,.,22-53,y,0.74
Fox,7/10/2022,July,10,2022,191,401,.,pink salmon,70,2.5983,wild,y,.,22-38,y,0.76
ALB,7/14/2022,July,14,2022,195,.,Lam #1,pink salmon,70,3.0822,wild,y,.,22-209,y,0.90
ALB,7/15/2023,July,15,2023,196,.,Backbay Lam #2,pink salmon,70,3.0537,hatchery,y,Kitoi-KRAA,023-23,y,0.89
Balboa,7/21/2023,July,21,2023,202,522,.,pink salmon,70,3.1657,wild,y,.,101-23,y,0.92
Cook,6/29/2023,June,29,2023,180,472,.,pink salmon,70,2.5913,wild,y,.,084-23,y,0.76
ALB,7/15/2023,July,15,2023,196,.,Backbay Lam #2,pink salmon,71,2.9968,wild,y,.,025-23,y,0.84
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,72,3.7223,wild,y,.,205-23,y,1.00
ALB,7/15/2023,July,15,2023,196,.,Wooden Boat,pink salmon,72,3.5259,wild,y,.,068-23,y,0.94
Cook,6/12/2022,June,12,2022,163,372,Lam North,pink salmon,72,2.6961,wild,y,.,22-01,y,0.72
Fox,7/10/2022,July,10,2022,191,399,.,pink salmon,73,2.6692,hatchery,y,VFDA,22-56,y,0.69
Fox,7/10/2022,July,10,2022,191,401,.,pink salmon,73,2.9707,hatchery,y,unsure,22-36,y,0.76
Fox,7/10/2022,July,10,2022,191,398,.,pink salmon,73,2.7988,wild,y,.,22-98,y,0.72
ALB,7/15/2023,July,15,2023,196,.,Wooden Boat,pink salmon,73,3.5065,hatchery,y,Kitoi-KRAA,060-23,y,0.90
Balboa,7/21/2023,July,21,2023,202,522,.,pink salmon,73,3.4046,wild,y,.,102-23,y,0.88
Cook,6/29/2023,June,29,2023,180,472,.,pink salmon,73,2.7753,wild,y,.,086-23,y,0.71
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,73,2.9307,wild,n,.,.,y,0.75
Chief Cove,7/2/2022,July,2,2022,183,380,.,pink salmon,74,3.0395,hatchery,y,VFDA,22-06,y,0.75
Fox,7/10/2022,July,10,2022,191,398,.,pink salmon,74,2.8241,hatchery,y,Kitoi-KRAA,22-86,y,0.70
ALB,7/13/2022,July,13,2022,194,.,Lam #2,pink salmon,74,2.956,hatchery,y,Kitoi-KRAA,22-198,y,0.73
Fox,7/10/2022,July,10,2022,191,401,.,pink salmon,74,2.7356,wild,y,.,22-30,y,0.68
Fox,7/10/2022,July,10,2022,191,398,.,pink salmon,74,2.7495,wild,y,.,22-92,y,0.68
Fox,7/10/2022,July,10,2022,191,398,.,pink salmon,74,3.1507,wild,y,.,22-87,y,0.78
Baralof,7/15/2022,July,15,2022,196,415,.,pink salmon,74,4.1186,wild,y,.,22-10,y,1.02
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,74,3.3012,wild,n,.,.,y,0.81
ALB,8/18/2023,Aug,18,2023,230,.,Backbay Lam #2,pink salmon,75,3.8146,hatchery,y,Kitoi-KRAA,019-23,y,0.90
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,75,3.9753,wild,y,.,041-23,y,0.94
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,75,4.4507,wild,y,.,047-23,y,1.05
ALB,7/15/2023,July,15,2023,196,.,Wooden Boat,pink salmon,75,3.3919,hatchery,y,Kitoi-KRAA,062-23,y,0.80
Balboa,7/21/2023,July,21,2023,202,522,.,pink salmon,75,4.1898,wild,y,.,100-23,y,0.99
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,76,3.8263,hatchery,y,Kitoi-KRAA,048-23,y,0.87
ALB,7/14/2022,July,14,2022,195,.,Lam #1,pink salmon,77,3.5201,hatchery,y,Kitoi-KRAA,22-178,y,0.77
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,77,3.5817,hatchery,y,Kitoi-KRAA,181-23,y,0.78
Cook,8/21/2021,Aug,21,2021,233,.,Lam East,pink salmon,78,4.1,wild,y,.,.,y,0.86
Cook,8/21/2021,Aug,21,2021,233,.,Middle Cove,pink salmon,78,4.5,wild,y,.,.,y,0.95
Chief Cove,7/2/2022,July,2,2022,183,376,.,pink salmon,78,3.5923,hatchery,y,CIAA,22-16,y,0.76
Cook,7/16/2022,July,16,2022,197,.,Middle Cove,pink salmon,78,4.6762,hatchery,y,Kitoi-KRAA,22-164,y,0.99
Falmouth,7/19/2023,July,19,2023,200,517,.,pink salmon,78,3.7113,wild,y,.,070-23,y,0.78
ALB,8/18/2023,Aug,18,2023,230,.,Lam Point,pink salmon,79,4.668,wild,y,.,015-23,y,0.95
Chief Cove,7/2/2022,July,2,2022,183,380,.,pink salmon,79,3.7893,wild,y,.,22-07,y,0.77
ALB,7/14/2022,July,14,2022,195,.,Lam #1,pink salmon,79,4.5876,wild,y,.,22-174,y,0.93
ALB,7/15/2023,July,15,2023,196,.,Wooden Boat,pink salmon,79,4.2085,wild,y,.,064-23,y,0.85
Rodman Reach,7/25/2022,July,25,2022,206,421,.,pink salmon,80,4.0072,hatchery,y,Kitoi-KRAA,22-03,y,0.78
ALB,7/14/2022,July,14,2022,195,.,Lam #1,pink salmon,80,4.3845,wild,y,.,22-179,y,0.86
Cook,7/16/2022,July,16,2022,197,.,Middle Cove,pink salmon,80,4.9387,wild,y,.,22-165,y,0.96
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,80,4.893,wild,y,.,159-23,y,0.96
ALB,8/18/2023,Aug,18,2023,230,.,Lam Point,pink salmon,82,4.8383,hatchery,y,Kitoi-KRAA,016-23,y,0.88
ALB,8/18/2023,Aug,18,2023,230,.,Lam Point,pink salmon,82,5.5732,hatchery,y,Kitoi-KRAA,014-23,y,1.01
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,82,5.3809,wild,y,.,039-23,y,0.98
ALB,8/22/2021,Aug,22,2021,234,.,EG Patches,pink salmon,83,4.4,hatchery,y,Kitoi-KRAA,.,y,0.77
Balboa,7/21/2023,July,21,2023,202,522,.,pink salmon,83,4.857,wild,y,.,103-23,y,0.85
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,83,4.8891,wild,n,.,.,y,0.86
Cook,8/21/2021,Aug,21,2021,233,.,Middle Cove,pink salmon,84,5.3,hatchery,y,Kitoi-KRAA,.,y,0.89
ALB,8/18/2023,Aug,18,2023,230,.,Backbay Lam #2,pink salmon,84,5.5506,wild,y,.,020-23,y,0.94
Rodman Reach,7/25/2022,July,25,2022,206,419,.,pink salmon,84,5.5747,wild,y,.,22-05,y,0.94
Cook,8/21/2021,Aug,21,2021,233,.,Middle Cove,pink salmon,85,5.6,hatchery,y,unsure,.,y,0.91
ALB,8/22/2021,Aug,22,2021,234,.,EG Patches,pink salmon,85,6,hatchery,y,Kitoi-KRAA,.,y,0.98
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,85,4.9999,hatchery,y,Kitoi-KRAA,036-23,y,0.81
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,85,5.4885,hatchery,y,Kitoi-KRAA,040-23,y,0.89
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,85,5.7662,hatchery,y,Kitoi-KRAA,044-23,y,0.94
ALB,8/18/2023,Aug,18,2023,230,.,Lam Point,pink salmon,85,5.681,hatchery,y,Kitoi-KRAA,017-23,y,0.93
Rodman Reach,7/25/2022,July,25,2022,206,419,.,pink salmon,85,4.8772,wild,y,.,22-04,y,0.79
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,86,6.114,wild,y,.,046-23,y,0.96
Cook,8/20/2023,Aug,20,2023,232,.,Lam East,pink salmon,86,7.1674,wild,y,.,018-23,y,1.13
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,87,5.7966,hatchery,y,Kitoi-KRAA,034-23,y,0.88
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,87,6.0694,wild,y,.,045-23,y,0.92
ALB,7/15/2023,July,15,2023,196,.,Wooden Boat,pink salmon,88,5.9561,wild,y,.,049-23,y,0.87
Cook,8/21/2021,Aug,21,2021,233,.,Middle Cove,pink salmon,90,6.8,hatchery,y,Kitoi-KRAA,.,y,0.93
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,90,6.42,wild,y,.,038-23,y,0.88
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,91,6.9425,wild,y,.,037-23,y,0.92
ALB,7/13/2022,July,13,2022,194,.,White Rock,pink salmon,92,8.7757,wild,y,.,22-190,y,1.13
ALB,8/17/2023,Aug,17,2023,229,.,Backbay Lam #2,pink salmon,93,7.0029,wild,y,.,035-23,y,0.87
Cook,7/17/2022,July,17,2022,198,.,EG North,pink salmon,96,7.5066,wild,y,.,22-162,y,0.85
ALB,8/22/2021,Aug,22,2021,234,.,EG Patches,pink salmon,102,10.9,hatchery,y,Kitoi-KRAA,.,y,1.03
ALB,8/22/2021,Aug,22,2021,234,.,Lam Boat,pink salmon,105,11.4,hatchery,y,Kitoi-KRAA,.,y,0.98
ALB,8/22/2021,Aug,22,2021,234,.,Lam Boat,pink salmon,126,21.6,hatchery,y,Kitoi-KRAA,.,y,1.08
ALB,8/22/2021,Aug,22,2021,234,.,Lam Boat,pink salmon,140,32,hatchery,y,Kitoi-KRAA,.,y,1.17
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
